applicant_id,age,mothly_income,investment_income,savings_account_balance,checking_account_balance,credit_card_balance,other_loans_balance,loan_amount_requested,installment,loan_date,loan_purpose,state,city,credit_score,loan_amount,interest_rate,loan_term,employment_status,employment_duration,marital_status,dependents,education_level,residential_status,years_at_residence,bank_account_age,previous_defaults,default
A9893,46,4001.94,2430.48,19282.38,43602.39,17495.83,11690.63,35060.61,4494.42,2044-05-07,Car,NY,Garcialand,502.0,461312.53,0.1421,36,Self-Employed,2,Married,1,Masters,Mortgaged,15,17,1,1
A9894,25,12514.41,3099.31,90930.28,38666.25,4214.75,47708.99,21575.65,1889.36,2044-05-08,Education,NY,New Chad,686.0,222200.45,0.1664,24,Employed,3,Single,4,Bachelors,Mortgaged,1,11,1,0
A9895,54,7840.7,2686.58,60604.79,44541.95,16502.91,45782.08,11735.96,3706.64,2044-05-09,Car,CA,West Steven,677.0,308830.33,0.0332,48,Self-Employed,3,Married,2,Bachelors,Rented,23,5,1,0
A9896,66,5680.6,2812.35,59094.49,17054.8,14361.33,27306.66,35452.41,3153.3,2044-05-10,Education,NY,Curtisbury,770.0,178739.53,0.0984,48,Employed,16,Divorced,1,Bachelors,Rented,26,19,0,0
A9897,69,13330.17,4450.24,5192.27,13785.26,13320.62,10283.63,64697.5,1380.81,2044-05-11,Car,NY,New Christineburgh,435.0,108380.21,0.0547,12,Employed,0,Single,1,PhD,Owned,1,17,2,0
A9898,50,9954.54,1778.08,74830.03,7586.57,7887.76,45556.92,26077.18,2705.65,2044-05-12,Personal,IL,Parkerstad,761.0,400098.72,0.0333,36,Employed,2,Married,1,High School,Owned,16,7,1,0
A9899,39,8902.69,1040.92,47827.31,46504.43,7348.69,37470.33,42822.12,4277.7,2044-05-13,Personal,CA,East Bradfurt,553.0,397499.59,0.1971,36,Employed,16,Married,4,High School,Rented,6,5,0,0
A9900,67,12467.76,2281.4,72117.44,8841.46,14065.22,1938.59,95287.46,2819.1,2044-05-14,Personal,IL,South Karen,944.0,408627.46,0.1445,36,Employed,11,Married,3,High School,Rented,20,6,1,0
A9901,64,10588.45,1040.43,80918.11,5965.86,19804.46,24535.58,55683.92,3514.54,2044-05-15,Home,TX,Jasonhaven,485.0,168402.56,0.1069,12,Employed,10,Single,2,Bachelors,Mortgaged,21,3,1,0
A9902,22,7114.46,2492.0,52379.64,9633.91,8107.08,30247.23,53661.92,3899.41,2044-05-16,Personal,FL,New Alejandra,,427851.82,0.1033,60,Employed,15,Married,0,High School,Rented,14,11,0,0
A9903,56,11842.63,4517.54,26364.43,38569.09,18372.0,3323.67,41584.39,342.06,2044-05-17,Personal,NY,Adamshire,554.0,162920.98,0.1729,48,Employed,19,Single,4,High School,Owned,21,3,2,0
A9904,35,13885.72,3087.17,14157.25,44476.46,11730.9,2491.55,56127.16,351.15,2044-05-18,Personal,NY,Lake Melaniestad,494.0,183764.83,0.127,36,Self-Employed,15,Married,4,High School,Owned,4,17,0,0
A9905,55,1993.82,4277.16,16050.31,40545.67,17363.31,23176.2,98472.16,663.3,2044-05-19,Car,IL,East Kimberlyland,393.0,153220.86,0.1573,24,Employed,1,Married,4,High School,Owned,3,0,0,0
A9906,54,10118.63,830.95,86693.47,28161.93,4343.81,97.59,26126.88,898.7,2044-05-20,Personal,NY,Donnaside,319.0,218185.62,0.1865,36,Self-Employed,4,Married,2,Bachelors,Mortgaged,27,7,0,0
A9907,47,2567.14,4504.37,12357.81,49694.21,15244.64,2341.78,94250.86,4076.07,2044-05-21,Home,FL,Montgomerytown,686.0,18143.5,0.1802,12,Employed,7,Married,3,PhD,Rented,25,5,1,0
A9908,68,4948.5,3008.94,38469.41,3442.7,16698.87,8256.88,15758.03,2234.37,2044-05-22,Car,CA,Erikaburgh,588.0,129062.92,0.0461,36,Employed,17,Divorced,0,Bachelors,Owned,0,18,1,0
A9909,48,11869.41,158.8,33427.46,43359.58,16643.38,45498.54,11999.43,1007.79,2044-05-23,Home,IL,Montoyaville,760.0,131353.86,0.1126,48,Employed,14,Divorced,4,Masters,Owned,25,18,0,0
A9910,27,17524.49,3165.59,86545.57,21385.69,15694.23,38314.18,65812.28,2705.83,2044-05-24,Personal,NY,New Michaelton,957.0,426732.49,0.1377,48,Unemployed,14,Married,1,Bachelors,Owned,15,11,2,0
A9911,32,17831.91,4756.98,47769.35,22756.12,6083.91,22521.3,25866.72,3840.37,2044-05-25,Home,FL,Murphyview,886.0,348604.8,0.1087,60,Employed,8,Single,4,Bachelors,Rented,1,18,2,1
A9912,59,2793.96,395.84,99644.64,6379.74,10439.0,23960.28,44994.84,786.31,2044-05-26,Personal,NY,Josephberg,709.0,135074.92,0.0793,12,Employed,0,Single,1,PhD,Owned,11,16,0,0
A9913,65,9253.44,2912.28,73705.47,1671.65,5994.1,34301.23,73235.82,1787.57,2044-05-27,Car,NY,East Wendyside,306.0,184515.26,0.1858,12,Employed,7,Married,3,High School,Rented,2,2,2,0
A9914,61,12285.62,4577.39,85092.36,15831.42,6859.32,23719.33,53949.31,1052.41,2044-05-28,Education,CA,Lake Matthew,389.0,481516.3,0.1828,48,Unemployed,19,Single,1,High School,Owned,27,7,1,0
A9915,35,4220.79,48.48,9867.23,8742.68,6024.38,3196.26,2361.19,3267.24,2044-05-29,Education,IL,West Michaelshire,828.0,300365.31,0.1731,60,Unemployed,18,Single,0,High School,Owned,4,15,1,0
A9916,40,15660.5,3154.56,25310.23,24166.94,5684.54,36936.57,31278.48,770.49,2044-05-30,Education,IL,Lake Thomasville,695.0,351171.66,0.1887,36,Employed,4,Married,2,Bachelors,Mortgaged,8,10,2,1
A9917,50,15268.35,2374.51,13544.62,7366.53,13868.43,2887.49,7403.98,3927.37,2044-05-31,Education,FL,Brianbury,668.0,485657.71,0.1563,36,Employed,13,Single,2,Bachelors,Rented,8,6,1,0
A9918,33,18211.81,1734.95,46362.2,6896.39,13005.27,24304.66,92685.34,1118.33,2044-06-01,Education,IL,Kathymouth,401.0,331490.58,0.0963,48,Employed,5,Single,3,High School,Owned,5,15,2,0
A9919,55,1656.99,3137.68,71828.75,43848.95,4085.28,43085.38,79670.21,387.15,2044-06-02,Education,TX,Powerschester,500.0,202978.65,0.1146,12,Self-Employed,3,Single,3,Bachelors,Rented,10,15,1,0
A9920,52,5508.66,263.51,16906.36,46064.74,13830.37,5868.99,98400.33,4563.26,2044-06-03,Car,CA,Lestermouth,892.0,194591.01,0.1701,60,Employed,19,Single,2,Bachelors,Rented,7,5,2,0
A9921,51,16802.95,3765.32,13016.85,48210.81,5821.37,35331.4,88625.84,1732.74,2044-06-04,Home,NY,Allenhaven,914.0,60455.97,0.1848,60,Self-Employed,11,Single,1,Masters,Rented,15,9,0,0
A9922,45,13905.73,22.4,61460.87,34025.12,4034.37,2316.4,48057.87,2563.45,2044-06-05,Car,IL,New Tyler,765.0,54980.16,0.144,60,Employed,18,Single,0,Bachelors,Owned,9,1,0,0
A9923,19,18046.21,1534.68,23031.28,38550.83,14945.04,49652.98,88377.15,594.86,2044-06-06,Home,TX,Khanchester,549.0,192050.17,0.1288,36,Employed,9,Single,0,High School,Owned,28,5,2,0
A9924,47,2557.82,2519.79,47932.51,41789.24,7257.36,34104.32,67571.42,2449.36,2044-06-07,Personal,IL,Lake Rebecca,931.0,212530.03,0.1818,60,Employed,7,Married,1,PhD,Owned,28,10,0,1
A9925,30,12543.83,1885.11,5111.77,32946.1,11387.01,48449.48,52935.37,1190.56,2044-06-08,Personal,NY,North Christineburgh,834.0,330182.54,0.1575,24,Unemployed,14,Married,2,High School,Owned,2,15,1,0
A9926,58,12027.36,1537.38,68061.28,16512.16,4002.48,33411.2,37693.96,4217.85,2044-06-09,Home,IL,Port Kennethton,916.0,233072.75,0.1852,12,Employed,16,Married,3,Masters,Owned,7,9,1,0
A9927,33,2159.98,4154.18,54131.64,7819.35,12273.88,12114.16,68415.65,3597.4,2044-06-10,Car,NY,North Colleenmouth,425.0,364674.31,0.1801,36,Self-Employed,5,Single,4,Masters,Owned,26,0,2,0
A9928,22,11000.16,4674.16,64742.29,11863.67,4159.87,46318.23,59423.21,3350.2,2044-06-11,Personal,FL,Katherineton,610.0,54646.82,0.0859,48,Employed,11,Married,4,Bachelors,Owned,22,3,1,0
A9929,45,12776.13,4368.56,27540.64,42020.7,3337.54,31333.51,61804.31,3928.18,2044-06-12,Home,IL,East Scottberg,925.0,161305.16,0.0523,48,Unemployed,0,Married,2,Bachelors,Mortgaged,0,19,1,0
A9930,56,5038.92,2612.16,27860.3,34804.86,7730.57,28796.85,40583.3,1539.22,2044-06-13,Personal,CA,New Andreaburgh,826.0,452343.07,0.1494,60,Employed,15,Single,1,High School,Rented,5,10,1,0
A9931,62,6556.6,4420.82,80136.05,22789.79,15801.24,21455.59,74192.2,2322.88,2044-06-14,Personal,NY,East Tristan,528.0,26683.56,0.1887,60,Employed,7,Married,0,Bachelors,Rented,18,2,0,0
A9932,37,13346.43,4604.31,71856.23,1470.25,3530.69,14229.7,9052.93,524.2,2044-06-15,Personal,CA,South Alex,496.0,330458.6,0.1846,12,Employed,13,Married,1,PhD,Rented,10,17,1,0
A9933,41,10163.57,2046.19,57972.87,13310.22,2340.53,26503.48,72889.74,432.14,2044-06-16,Car,FL,Port Mary,618.0,279293.41,0.1864,24,Self-Employed,7,Single,2,PhD,Rented,8,2,1,1
A9934,44,17373.25,1417.23,62814.35,36444.87,632.95,18302.89,73345.37,1712.55,2044-06-17,Car,CA,Kennethport,528.0,34881.39,0.1781,48,Employed,14,Single,2,High School,Owned,20,8,1,0
A9935,47,7834.06,491.33,9404.42,25619.36,8319.32,42701.22,52078.4,4131.45,2044-06-18,Education,CA,South Vanessa,590.0,70167.26,0.1045,36,Employed,11,Married,1,Bachelors,Rented,15,18,0,1
A9936,62,6433.2,2395.46,85617.13,21776.62,5640.5,1439.93,27065.03,3028.56,2044-06-19,Home,FL,Lake Brittany,318.0,147112.88,0.1892,36,Employed,15,Married,1,High School,Owned,6,14,2,0
A9937,44,19720.02,4731.48,76990.7,15683.97,5842.17,26504.57,52408.37,2180.1,2044-06-20,Education,IL,South Cassandra,992.0,55510.36,0.1383,36,Employed,0,Single,3,High School,Owned,7,1,2,1
A9938,43,18356.01,2804.54,59049.15,30346.59,19638.84,41828.24,13185.53,4838.25,2044-06-21,Car,FL,Allisonview,519.0,188086.12,0.1712,12,Unemployed,5,Married,4,Bachelors,Owned,15,0,0,0
A9939,24,2036.37,3337.81,91859.51,48319.27,3882.47,1380.32,29229.23,2266.63,2044-06-22,Car,TX,South Guy,301.0,336795.6,0.0808,60,Employed,4,Married,2,Masters,Owned,23,4,2,0
A9940,59,15758.48,564.42,16863.79,45056.18,9168.54,14115.13,42708.69,2397.51,2044-06-23,Home,NY,Lake Normaberg,783.0,367967.98,0.115,24,Unemployed,0,Married,3,Masters,Rented,22,7,0,0
A9941,64,3541.19,717.6,68665.74,1524.9,19727.36,2576.13,67650.14,4963.4,2044-06-24,Education,NY,East Andrew,479.0,186619.12,0.05,48,Employed,9,Married,1,PhD,Owned,5,19,0,1
A9942,55,2008.48,2322.37,96298.18,24047.69,612.36,29750.19,19534.46,743.68,2044-06-25,Education,IL,Port Michael,703.0,441707.13,0.0562,48,Self-Employed,1,Married,1,Masters,Owned,3,15,0,0
A9943,22,6563.37,4756.32,31000.9,16473.46,13933.15,15836.8,16658.9,1352.51,2044-06-26,Home,FL,West Spencerside,486.0,437881.1,0.1672,60,Self-Employed,0,Single,2,Bachelors,Rented,6,1,2,0
A9944,40,6482.9,1803.92,1529.23,25530.23,7421.66,47986.5,61171.84,2321.2,2044-06-27,Car,NY,New Robert,686.0,76008.8,0.1905,24,Employed,1,Single,3,Masters,Owned,9,18,0,1
A9945,45,16657.4,4387.42,73486.75,30310.68,18121.95,30814.68,68275.01,2899.33,2044-06-28,Car,NY,Port Logan,563.0,338550.89,0.1197,24,Self-Employed,16,Married,2,Bachelors,Owned,9,18,0,0
A9946,51,14647.34,601.44,698.03,10001.4,18238.83,28090.1,9281.92,825.6,2044-06-29,Home,CA,Allenmouth,339.0,137403.29,0.1126,12,Employed,10,Married,1,Bachelors,Owned,24,5,0,1
A9947,32,19659.77,3085.09,87253.36,39078.4,7744.25,45861.99,4283.16,1711.23,2044-06-30,Home,FL,Kelseyside,329.0,298946.53,0.1902,48,Employed,0,Single,0,High School,Rented,22,10,1,0
A9948,49,14662.99,3003.06,5630.13,23753.4,4429.27,11178.77,15567.84,1179.29,2044-07-01,Home,CA,East Michele,823.0,191155.1,0.1713,36,Employed,2,Married,3,Bachelors,Rented,11,10,2,0
A9949,43,9237.73,4299.37,65276.47,49600.3,8560.07,28112.11,90201.64,4264.49,2044-07-02,Education,TX,Castanedafort,476.0,286335.79,0.0611,60,Unemployed,16,Married,4,Bachelors,Mortgaged,26,8,0,0
A9950,65,14430.16,16.58,37718.41,1256.37,19306.13,27139.13,67591.21,4189.64,2044-07-03,Home,TX,South Brandon,927.0,315863.6,0.0371,60,Employed,1,Married,4,Bachelors,Owned,23,15,0,1
A9951,48,19989.99,949.66,20334.07,9485.96,5627.97,4105.71,92181.57,1275.2,2044-07-04,Car,TX,Franklinland,402.0,79690.39,0.1915,60,Employed,4,Married,0,Bachelors,Owned,26,10,1,0
A9952,36,14637.62,1098.44,89825.84,34481.49,19626.36,46602.99,66806.77,2231.14,2044-07-05,Home,IL,Bergerbury,572.0,253893.75,0.1219,12,Self-Employed,12,Married,3,Bachelors,Owned,6,18,1,0
A9953,26,15591.11,4749.83,74624.59,34758.99,16387.83,35011.74,96558.49,3293.05,2044-07-06,Education,FL,West Daniellefurt,935.0,86318.76,0.1399,24,Employed,10,Married,1,Bachelors,Rented,14,19,2,0
A9954,46,18859.75,768.47,34044.06,29109.41,5349.05,44405.29,44451.76,336.0,2044-07-07,Personal,IL,Cooperchester,322.0,94328.01,0.1203,36,Unemployed,5,Single,0,High School,Owned,9,16,1,1
A9955,68,3602.55,184.81,28415.31,48598.0,15821.39,49126.87,60310.79,4429.68,2044-07-08,Personal,TX,Craigbury,978.0,373754.23,0.1556,12,Self-Employed,14,Divorced,1,Bachelors,Rented,1,17,1,1
A9956,56,14538.51,2672.31,73601.23,20765.75,995.99,23982.7,60517.36,2604.02,2044-07-09,Education,IL,North Roberta,426.0,457332.06,0.1826,60,Employed,0,Married,4,Bachelors,Mortgaged,25,4,1,0
A9957,21,17239.91,2642.79,83657.08,20851.84,10961.27,40182.99,1310.85,1210.04,2044-07-10,Personal,NY,Nancyton,582.0,223421.93,0.1989,12,Employed,7,Married,3,Bachelors,Rented,6,6,0,0
A9958,20,19156.0,4220.23,71585.05,45523.82,7146.98,28877.99,3717.99,2044.1,2044-07-11,Home,IL,Perezfurt,996.0,379371.51,0.0918,36,Employed,14,Married,2,Masters,Owned,14,11,2,0
A9959,46,5402.93,4744.3,63998.92,26922.09,8538.72,48856.15,15381.26,4518.19,2044-07-12,Personal,FL,West Nathanchester,318.0,289978.34,0.1183,48,Employed,1,Married,2,Bachelors,Rented,10,7,0,0
A9960,69,10822.69,2692.73,22792.47,17686.38,9457.09,12361.18,51601.83,221.44,2044-07-13,Personal,CA,Cynthialand,471.0,439027.66,0.1802,60,Employed,14,Single,1,High School,Owned,15,0,0,1
A9961,28,14090.26,4649.97,85280.4,35946.9,10054.26,690.86,43622.13,799.67,2044-07-14,Personal,FL,Samanthamouth,421.0,465714.92,0.1041,24,Unemployed,1,Married,0,Masters,Rented,6,3,2,1
A9962,50,6078.15,3625.8,74966.2,30983.53,13128.25,9297.38,54435.16,1044.42,2044-07-15,Car,CA,Mcleanberg,621.0,418854.34,0.091,48,Employed,18,Single,3,High School,Rented,12,5,1,0
A9963,55,12608.75,1322.8,51727.43,15320.5,13935.54,6400.94,80248.59,394.55,2044-07-16,Home,IL,South Ashley,587.0,462007.52,0.1947,24,Employed,0,Single,3,Bachelors,Rented,16,18,0,0
A9964,28,6265.21,4642.1,51158.78,14896.44,19514.08,21847.62,82401.79,1203.75,2044-07-17,Personal,IL,South Codyport,470.0,128685.09,0.1544,24,Unemployed,13,Single,0,Bachelors,Mortgaged,14,15,0,0
A9965,44,7668.95,3337.22,56917.3,19780.64,15255.57,3870.51,97724.47,4104.06,2044-07-18,Personal,FL,South Karen,552.0,148138.81,0.1162,48,Employed,2,Single,2,High School,Rented,28,18,0,0
A9966,50,9668.1,2070.48,82827.64,3581.0,13755.96,11009.89,56197.23,2682.68,2044-07-19,Education,CA,East Pamela,825.0,295433.71,0.1653,60,Employed,15,Married,0,Bachelors,Rented,26,16,0,0
A9967,38,11290.02,3401.21,74225.95,47130.85,7849.18,4813.29,35374.33,3066.62,2044-07-20,Personal,TX,North Matthewbury,507.0,401250.67,0.0842,36,Self-Employed,6,Married,0,High School,Owned,27,13,1,0
A9968,56,9813.27,2006.56,85624.5,9151.0,2356.16,24337.64,31494.74,863.84,2044-07-21,Car,TX,West Christian,484.0,47130.73,0.1302,12,Employed,15,Married,3,PhD,Owned,16,14,2,0
A9969,48,10624.12,570.92,50728.28,9691.22,1175.77,13338.85,34733.42,1463.74,2044-07-22,Education,IL,West Anthonyborough,997.0,163861.75,0.1508,24,Employed,4,Married,1,Bachelors,Rented,1,16,1,0
A9970,55,7023.89,3594.89,62464.91,32351.92,9553.69,23550.36,33059.13,4595.69,2044-07-23,Personal,IL,Robertofurt,595.0,165884.3,0.1517,24,Employed,7,Single,3,High School,Owned,25,1,1,0
A9971,63,4440.85,4120.44,85457.18,36212.35,13365.13,4444.41,39899.08,1131.16,2044-07-24,Education,NY,West Suzanne,345.0,435018.05,0.0633,36,Employed,15,Single,3,Bachelors,Rented,13,16,0,1
A9972,19,2375.97,3644.03,23232.01,36841.77,13003.2,25843.53,8413.26,4543.04,2044-07-25,Education,IL,Muellermouth,405.0,373778.27,0.1991,36,Self-Employed,13,Married,0,Bachelors,Owned,22,8,1,0
A9973,44,5125.61,1145.57,44402.07,18753.75,19057.23,6503.46,63709.81,3349.75,2044-07-26,Home,IL,Taylorview,527.0,327097.49,0.1582,24,Employed,8,Married,1,PhD,Rented,0,5,0,0
A9974,53,12265.96,4783.18,62065.22,43666.45,7648.6,4967.32,57236.08,2563.59,2044-07-27,Personal,NY,Jonesview,415.0,97243.57,0.1563,12,Employed,19,Married,4,PhD,Rented,7,18,1,1
A9975,28,16043.14,126.27,91514.63,27199.95,12555.68,15500.98,46734.13,952.35,2044-07-28,Education,NY,South Ericborough,864.0,264381.23,0.1296,36,Employed,13,Married,4,Bachelors,Rented,29,18,2,0
A9976,64,4631.08,1663.43,1583.6,21929.38,17757.48,43720.87,9029.42,3400.64,2044-07-29,Personal,FL,Ramirezville,840.0,9563.01,0.0883,60,Unemployed,11,Married,0,High School,Owned,29,16,2,0
A9977,35,3508.27,1300.46,21257.32,40519.32,8081.56,39426.07,10227.66,4443.35,2044-07-30,Home,IL,Jimenezland,550.0,107625.34,0.1131,60,Employed,15,Single,1,High School,Rented,2,19,1,0
A9978,18,15361.87,240.63,23445.05,12178.06,9554.86,47957.49,54965.41,882.93,2044-07-31,Home,TX,Caseyborough,732.0,401970.59,0.1024,12,Employed,1,Divorced,1,High School,Owned,11,16,1,1
A9979,52,7145.43,2028.65,32661.27,43009.27,18459.46,23009.76,4621.46,130.28,2044-08-01,Home,IL,Greenmouth,352.0,329239.12,0.0495,12,Employed,1,Married,1,High School,Rented,18,12,2,0
A9980,52,19102.74,3115.57,28178.66,26941.47,11004.84,15622.07,72754.1,3726.3,2044-08-02,Education,IL,Matthewfort,948.0,275836.7,0.1872,24,Employed,16,Single,1,High School,Rented,15,0,1,0
A9981,48,14714.88,4412.76,59013.88,45002.91,15992.2,48545.34,99384.04,3042.26,2044-08-03,Education,CA,Shannonmouth,346.0,422412.43,0.1163,24,Self-Employed,8,Married,1,PhD,Owned,16,0,1,0
A9982,45,7544.99,4948.45,88562.03,10080.63,18712.48,19088.4,60143.28,2565.13,2044-08-04,Education,CA,West Kathleen,380.0,223689.59,0.0373,36,Self-Employed,18,Single,3,Masters,Owned,6,16,2,0
A9983,56,6856.54,4040.45,63697.78,46803.15,11421.16,455.17,72619.72,2334.62,2044-08-05,Car,FL,North Amandaview,733.0,143664.49,0.1013,24,Unemployed,16,Married,3,Bachelors,Rented,11,4,1,0
A9984,18,11188.42,2343.4,24152.66,34393.84,2183.74,41005.43,44454.66,2538.22,2044-08-06,Car,TX,Romeroshire,626.0,420132.2,0.1015,24,Employed,10,Married,1,High School,Rented,12,11,1,0
A9985,42,2964.18,3618.52,86375.29,30916.43,16434.0,8460.53,67073.82,1935.46,2044-08-07,Car,CA,South Michael,571.0,154952.72,0.0447,36,Employed,15,Single,0,Bachelors,Rented,10,14,1,0
A9986,60,3677.02,4218.12,63204.58,21103.38,16355.64,35895.62,65526.25,503.43,2044-08-08,Personal,TX,Lake Pamelafurt,592.0,428651.16,0.0633,24,Employed,1,Married,3,Bachelors,Owned,12,15,1,0
A9987,55,4753.37,2326.54,21896.21,47815.75,2299.7,756.09,82585.0,3901.05,2044-08-09,Car,NY,Pricestad,677.0,333281.96,0.0432,60,Self-Employed,18,Single,3,High School,Rented,20,15,0,0
A9988,37,15832.39,3925.27,36166.65,22195.98,10962.36,5549.51,71422.62,2392.39,2044-08-10,Personal,IL,Lake Nathan,722.0,317559.99,0.0573,12,Unemployed,5,Married,3,Masters,Rented,25,11,0,0
A9989,20,11006.36,2413.26,78996.48,24927.15,9741.71,24178.18,75155.9,4142.28,2044-08-11,Car,FL,Johnsonberg,995.0,44473.19,0.0495,60,Self-Employed,11,Married,4,Masters,Owned,9,2,0,0
A9990,68,1695.49,1932.48,73893.12,39074.91,16943.26,3394.9,56106.96,4912.88,2044-08-12,Education,TX,New Jessica,893.0,241317.58,0.1834,48,Employed,6,Married,1,High School,Owned,28,12,2,0
A9991,19,13960.06,2630.45,57658.24,14242.12,5492.56,44431.54,48966.98,941.58,2044-08-13,Education,CA,West Johnton,947.0,189812.04,0.1619,60,Employed,19,Divorced,1,Bachelors,Owned,20,11,2,0
A9992,35,9338.27,3379.27,14476.75,14574.77,8525.55,37493.45,46412.93,3988.07,2044-08-14,Personal,IL,South Phyllis,924.0,463948.35,0.1784,48,Employed,11,Divorced,1,PhD,Owned,12,4,1,0
A9993,61,10950.77,3634.41,80328.93,38764.88,12095.82,16409.27,39809.08,4889.84,2044-08-15,Education,IL,East Brentview,868.0,11169.89,0.0536,60,Employed,17,Married,2,Masters,Owned,6,11,1,0
A9994,27,5461.15,1783.68,30754.25,6428.99,10344.9,29876.02,27336.75,3649.74,2044-08-16,Home,IL,Claireburgh,831.0,303494.28,0.1438,24,Unemployed,5,Single,1,Bachelors,Rented,13,17,0,0
A9995,22,11707.97,2856.6,77159.79,41148.23,19100.69,35776.34,4297.79,1305.25,2044-08-17,Personal,FL,East Jesse,409.0,208994.75,0.1833,48,Employed,7,Married,3,High School,Owned,13,6,0,0
A9996,26,19614.33,4549.35,64756.64,31258.75,19213.15,37769.96,67438.47,4492.78,2044-08-18,Home,NY,Lake John,936.0,403410.33,0.1921,36,Employed,10,Single,3,Bachelors,Owned,12,2,1,0
A9997,19,2858.73,4881.56,26417.03,26954.19,1631.45,19783.8,90195.16,3986.79,2044-08-19,Education,IL,North Tabitha,771.0,417971.86,0.0399,36,Employed,14,Married,3,Bachelors,Rented,7,15,0,0
A9998,51,6752.47,1136.24,21236.92,11455.47,5956.94,44940.01,93117.76,2301.62,2044-08-20,Personal,IL,Pamelafort,696.0,234757.24,0.0944,60,Employed,11,Single,3,Bachelors,Owned,11,12,2,0
A9999,55,5995.46,964.16,13090.99,39318.41,150.7,47089.24,58475.61,2905.58,2044-08-21,Education,IL,West Philip,886.0,84058.96,0.0918,60,Self-Employed,1,Single,2,High School,Owned,15,14,2,0
A10000,48,6098.16,3383.43,24194.62,40247.65,8357.21,9785.76,10319.52,3637.42,2044-08-22,Education,NY,Lake Michaelhaven,863.0,106196.49,0.0618,60,Self-Employed,6,Single,0,PhD,Owned,28,17,1,0
A10001,27,8506.07,2073.42,15782.9,24147.09,13242.78,45561.94,87987.77,710.15,2044-08-23,Education,CA,Bakermouth,657.0,363355.31,0.0562,12,Self-Employed,4,Single,4,PhD,Owned,7,17,2,0
A10002,67,16635.03,121.11,61705.12,19458.45,9425.7,35634.03,75026.74,4642.22,2044-08-24,Home,TX,South Jasminebury,908.0,412392.35,0.0931,12,Employed,4,Divorced,1,Bachelors,Owned,1,6,2,1
A10003,29,18387.89,1734.31,59878.31,12308.09,1343.64,44406.9,25889.69,4938.48,2044-08-25,Home,IL,Diazhaven,811.0,186456.47,0.151,24,Employed,1,Divorced,2,Bachelors,Owned,20,2,0,0
A10004,53,5240.98,4033.72,58617.21,37711.7,3919.12,21237.71,80550.95,1719.61,2044-08-26,Education,IL,East Josephmouth,841.0,186296.91,0.1542,60,Self-Employed,16,Married,0,Bachelors,Rented,4,0,0,0
A10005,38,11544.57,3987.13,64188.98,31972.6,3465.83,33059.88,47728.79,3603.92,2044-08-27,Education,CA,Lopezport,549.0,88102.97,0.1281,12,Employed,6,Married,3,Masters,Rented,3,8,0,0
A10006,66,13282.63,2473.43,81478.45,10331.55,10222.57,11768.99,88871.72,2164.39,2044-08-28,Education,NY,North Markville,793.0,330413.79,0.1636,24,Self-Employed,9,Married,3,High School,Owned,11,15,1,0
A10007,64,11153.81,2362.89,91355.27,39723.4,13553.6,37555.09,25513.48,235.9,2044-08-29,Personal,NY,Bakerside,688.0,64544.44,0.1496,36,Employed,7,Divorced,0,Bachelors,Rented,2,3,0,0
A10008,23,9530.41,2897.54,23037.55,44110.27,6326.51,29086.68,80289.69,4797.71,2044-08-30,Car,TX,New Taylorville,402.0,353136.64,0.1652,48,Employed,11,Divorced,1,Bachelors,Owned,15,13,1,0
A10009,65,5051.55,1096.98,58777.45,2962.36,2609.2,24047.26,71479.12,797.38,2044-08-31,Personal,NY,Pooleport,577.0,301070.58,0.1957,24,Employed,19,Single,2,Masters,Rented,28,2,1,0
A10010,66,10532.06,2630.22,7833.62,38621.03,15971.95,34634.08,2429.68,467.22,2044-09-01,Education,NY,Lake Jodiport,350.0,406246.55,0.1285,48,Employed,4,Married,4,Masters,Rented,9,18,2,0
A10011,20,8922.47,55.23,12014.24,42640.1,17167.24,27617.26,56770.13,4202.23,2044-09-02,Personal,CA,Oconnorchester,681.0,301270.09,0.1603,48,Employed,3,Married,4,High School,Owned,23,1,0,0
A10012,27,16217.92,2377.8,65433.93,49575.39,5529.76,38267.74,71837.89,265.95,2044-09-03,Education,CA,New Richard,885.0,107616.96,0.1717,48,Employed,8,Married,4,High School,Owned,19,14,2,0
A10013,22,15626.68,1680.26,48658.06,11880.07,8414.95,42921.8,16484.67,3470.65,2044-09-04,Education,CA,Hannaport,428.0,291394.65,0.1852,12,Employed,9,Married,0,PhD,Owned,15,13,1,0
A10014,63,3978.98,3374.35,75833.21,18550.16,1638.62,40030.32,53657.99,4657.37,2044-09-05,Car,TX,West Ashleyshire,857.0,452924.17,0.1227,24,Employed,11,Married,0,Bachelors,Owned,28,12,2,0
A10015,43,3137.6,3191.77,42567.75,48309.55,4553.95,15375.33,31103.71,2090.31,2044-09-06,Car,NY,Markmouth,378.0,397223.76,0.1862,24,Employed,18,Married,2,Bachelors,Mortgaged,21,1,0,0
A10016,38,18300.85,1904.18,12759.84,4700.78,15340.01,48805.96,69929.04,434.92,2044-09-07,Education,CA,Nixonchester,597.0,89754.77,0.1216,36,Unemployed,0,Married,0,PhD,Owned,9,5,2,0
A10017,62,11406.91,36.36,87205.37,26185.39,7303.96,32487.06,54473.84,1169.63,2044-09-08,Car,FL,West Mike,853.0,51211.48,0.1478,24,Employed,13,Single,1,Bachelors,Owned,22,9,0,0
